card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC Fight Night: Machida vs Romero,Santiago Ponzinibbio,0.32,101.0,3.0,0.0,Lorenz Larkin,0.55,115.0,0.0,0.0,"Hollywood, Florida, USA",3.0,2.0,Welterweight,0.0,KO/TKO,2015.0,4.68,4.78,182.88,73.0,Orthodox,0.41,0.61,0.0,0.27,0.6,0.71,170,1986,31,9,0,0,2.74,3.53,180.34,72.0,Orthodox,0.46,0.63,0.1,0.42,0.27,0.79,170.0,1986.0,18.0,6.0,0.0,1.0,29.0,29.0
UFC Fight Night: Machida vs Romero,Antonio Carlos Junior,0.51,78.0,8.0,4.0,Eddie Gordon,0.26,45.0,1.0,0.0,"Hollywood, Florida, USA",3.0,3.0,Middleweight,1.0,SUB,2015.0,2.14,1.95,187.96,79.0,Orthodox,0.42,0.52,0.8,0.39,3.42,0.53,185,1990,11,5,0,1,2.57,2.03,182.88,76.0,Orthodox,0.32,0.6,0.0,0.83,1.93,0.63,185.0,1983.0,8.0,4.0,0.0,0.0,25.0,32.0
UFC Fight Night: Jedrzejczyk vs Penne,Antonio Dos Santos,0.68,16.0,1.0,0.0,Scott Askham,0.52,21.0,1.0,0.0,"Berlin, Berlin, Germany",3.0,1.0,Middleweight,0.0,KO/TKO,2015.0,3.94,5.4,177.8,72.0,Orthodox,0.51,0.43,0.0,0.0,0.0,1.0,185,1988,6,4,0,0,3.52,3.03,190.5,75.0,Southpaw,0.46,0.52,0.7,0.18,0.44,0.65,185.0,1988.0,14.0,4.0,0.0,0.0,27.0,27.0
UFC Fight Night: Jedrzejczyk vs Penne,Taylor Lapilus,0.51,60.0,1.0,0.0,Yuta Sasaki,0.39,41.0,6.0,1.0,"Berlin, Berlin, Germany",3.0,2.0,Bantamweight,1.0,KO/TKO,2015.0,2.61,4.59,167.64000000000001,73.0,Southpaw,0.48,0.62,0.3,0.33,0.27,0.77,135,1992,21,4,0,0,2.5,2.16,177.8,71.0,Southpaw,0.41,0.5,1.2,0.43,3.03,0.41,125.0,1989.0,21.0,6.0,2.0,0.0,23.0,26.0
UFC Fight Night: Jedrzejczyk vs Penne,Magomed Mustafaev,0.56,51.0,3.0,2.0,Piotr Hallmann,0.43,41.0,3.0,0.0,"Berlin, Berlin, Germany",3.0,2.0,Lightweight,1.0,KO/TKO,2015.0,2.68,2.59,172.72,71.0,Orthodox,0.58,0.41,0.4,0.5,3.31,0.23,155,1988,14,4,0,0,3.17,3.98,175.26,71.0,Orthodox,0.45,0.58,0.4,0.44,2.55,0.7,155.0,1987.0,18.0,6.0,0.0,0.0,27.0,28.0
UFC Fight Night: Machida vs Romero,Yoel Romero,0.48,64.0,0.0,0.0,Lyoto Machida,0.6,70.0,2.0,1.0,"Hollywood, Florida, USA",5.0,3.0,Middleweight,1.0,KO/TKO,2015.0,3.05,3.44,182.88,73.0,Southpaw,0.49,0.6,0.0,0.3,1.57,0.78,185,1977,13,5,0,0,1.57,2.59,185.42,74.0,Southpaw,0.53,0.61,0.4,0.65,1.21,0.75,185.0,1978.0,24.0,8.0,0.0,0.0,38.0,37.0
UFC Fight Night: Jedrzejczyk vs Penne,Alan Omer,0.53,66.0,4.0,2.0,Arnold Allen,0.3,75.0,4.0,1.0,"Berlin, Berlin, Germany",3.0,3.0,Featherweight,0.0,SUB,2015.0,2.21,3.49,177.8,72.0,Orthodox,0.55,0.64,0.0,0.42,1.69,0.66,145,1988,20,5,0,0,2.88,3.45,172.72,70.0,Southpaw,0.41,0.61,0.3,0.47,0.93,0.75,145.0,1994.0,20.0,3.0,0.0,0.0,27.0,21.0
UFC Fight Night: Jedrzejczyk vs Penne,Alan Patrick,0.53,43.0,0.0,0.0,Mairbek Taisumov,0.44,38.0,7.0,0.0,"Berlin, Berlin, Germany",3.0,2.0,Lightweight,0.0,KO/TKO,2015.0,2.95,1.82,180.34,74.0,Southpaw,0.4,0.43,0.3,0.33,3.01,0.43,155,1983,15,4,0,1,3.03,2.98,175.26,73.0,Orthodox,0.39,0.64,0.0,0.63,1.34,0.88,155.0,1988.0,27.0,6.0,0.0,0.0,32.0,27.0
UFC Fight Night: Jedrzejczyk vs Penne,Noad Lahat,0.35,31.0,5.0,4.0,Niklas Backstrom,0.62,100.0,3.0,1.0,"Berlin, Berlin, Germany",3.0,3.0,Featherweight,1.0,M-DEC,2015.0,1.47,2.79,175.26,69.0,Orthodox,0.46,0.63,2.4,0.26,2.37,0.16,145,1984,11,2,0,0,3.65,1.12,185.42,75.0,Orthodox,0.41,0.4,2.2,0.8,2.92,0.72,145.0,1989.0,11.0,3.0,0.0,1.0,31.0,26.0
UFC Fight Night: Jedrzejczyk vs Penne,Steve Kennedy,0.46,13.0,2.0,2.0,Peter Sobotta,0.25,12.0,1.0,0.0,"Berlin, Berlin, Germany",3.0,1.0,Welterweight,0.0,SUB,2015.0,5.52,2.28,180.34,73.0,Orthodox,0.35,0.45,0.0,0.33,2.51,0.0,170,1983,24,8,0,0,2.9,2.14,182.88,75.0,Southpaw,0.4,0.58,0.5,0.32,1.53,0.77,170.0,1987.0,17.0,7.0,1.0,0.0,32.0,28.0
UFC Fight Night: Jedrzejczyk vs Penne,Jessica Penne,0.61,204.0,0.0,0.0,Joanna Jedrzejczyk,0.28,88.0,11.0,0.0,"Berlin, Berlin, Germany",5.0,3.0,Women's Strawweight,0.0,KO/TKO,2015.0,5.05,2.63,165.1,67.0,Orthodox,0.33,0.45,0.5,0.18,1.29,0.36,115,1983,14,9,0,0,3.25,6.28,167.64000000000001,65.0,Orthodox,0.48,0.62,0.1,0.62,0.27,0.8,115.0,1987.0,16.0,5.0,0.0,0.0,32.0,28.0
UFC Fight Night: Jedrzejczyk vs Penne,Dennis Siver,0.36,60.0,0.0,0.0,Tatsuya Kawajiri,0.56,39.0,14.0,4.0,"Berlin, Berlin, Germany",3.0,3.0,Featherweight,0.0,U-DEC,2015.0,2.67,3.87,167.64000000000001,70.0,Orthodox,0.32,0.65,0.3,0.32,0.87,0.65,145,1979,23,11,0,1,2.01,2.04,170.18,69.0,Orthodox,0.44,0.5,1.1,0.48,3.63,0.63,145.0,1978.0,36.0,11.0,2.0,0.0,36.0,37.0
UFC Fight Night: Jedrzejczyk vs Penne,Lukasz Sajewski,0.42,126.0,3.0,1.0,Nick Hein,0.3,86.0,1.0,0.0,"Berlin, Berlin, Germany",3.0,3.0,Lightweight,0.0,U-DEC,2015.0,3.88,2.06,172.72,71.0,Orthodox,0.35,0.57,0.0,0.25,1.01,0.66,155,1990,13,3,0,0,3.61,2.65,167.64000000000001,66.0,Southpaw,0.35,0.59,0.0,0.33,0.86,0.83,155.0,1984.0,14.0,5.0,0.0,1.0,25.0,31.0
UFC Fight Night: Boetsch vs Henderson,Chris Wade,0.56,57.0,7.0,4.0,Christos Giagos,0.33,84.0,4.0,0.0,"New Orleans, Louisiana, USA",3.0,3.0,Lightweight,1.0,U-DEC,2015.0,1.75,1.7,177.8,70.0,Orthodox,0.53,0.51,1.1,0.51,2.6,0.55,155,1987,12,3,0,0,3.21,3.03,177.8,71.0,Orthodox,0.41,0.5,0.4,0.36,2.84,0.52,155.0,1990.0,20.0,12.0,0.0,0.0,28.0,25.0
UFC Fight Night: Boetsch vs Henderson,Derrick Lewis,0.62,37.0,4.0,3.0,Shawn Jordan,0.26,23.0,0.0,0.0,"New Orleans, Louisiana, USA",3.0,2.0,Heavyweight,0.0,KO/TKO,2015.0,2.49,2.51,190.5,79.0,Orthodox,0.5,0.4,0.0,0.26,0.56,0.52,260,1985,29,12,0,1,3.3,2.87,182.88,75.0,Southpaw,0.5,0.47,0.1,0.38,1.97,0.76,260.0,1984.0,19.0,8.0,0.0,0.0,30.0,31.0
UFC Fight Night: Boetsch vs Henderson,Omari Akhmedov,0.15,13.0,1.0,0.0,Brian Ebersole,0.37,40.0,0.0,0.0,"New Orleans, Louisiana, USA",3.0,1.0,Welterweight,1.0,KO/TKO,2015.0,2.84,2.97,182.88,73.0,Orthodox,0.34,0.55,0.2,0.45,2.58,0.65,185,1987,21,6,1,0,2.14,2.32,182.88,73.0,Southpaw,0.49,0.56,0.1,0.23,1.7,0.61,170.0,1980.0,51.0,18.0,1.0,1.0,28.0,35.0
UFC Fight Night: Boetsch vs Henderson,Anthony Birchak,0.11,9.0,0.0,0.0,Joe Soto,0.41,39.0,0.0,0.0,"New Orleans, Louisiana, USA",3.0,1.0,Bantamweight,1.0,KO/TKO,2015.0,3.67,3.93,172.72,69.0,Orthodox,0.36,0.56,0.5,0.14,0.48,0.61,135,1986,16,8,0,0,5.37,3.36,167.64000000000001,65.0,Orthodox,0.41,0.67,1.9,0.21,0.85,0.7,135.0,1987.0,18.0,7.0,0.0,0.0,29.0,28.0
UFC Fight Night: Boetsch vs Henderson,Thiago Tavares,0.41,94.0,11.0,6.0,Brian Ortega,0.4,101.0,0.0,0.0,"New Orleans, Louisiana, USA",3.0,3.0,Featherweight,0.0,KO/TKO,2015.0,2.31,2.0,170.18,70.0,Orthodox,0.4,0.62,1.5,0.42,3.83,0.62,145,1984,21,7,1,0,6.59,4.08,172.72,69.0,Switch,0.37,0.49,1.1,0.26,1.07,0.55,145.0,1991.0,16.0,4.0,0.0,1.0,31.0,24.0
UFC Fight Night: Boetsch vs Henderson,Ben Rothwell,0.31,16.0,0.0,0.0,Matt Mitrione,0.38,21.0,1.0,0.0,"New Orleans, Louisiana, USA",3.0,1.0,Heavyweight,1.0,SUB,2015.0,4.63,3.71,193.04,78.0,Orthodox,0.42,0.47,0.4,0.34,0.68,0.7,265,1981,39,14,0,0,2.79,3.55,190.5,82.0,Switch,0.5,0.64,0.7,0.0,0.0,0.55,265.0,1978.0,12.0,5.0,0.0,0.0,34.0,37.0
UFC Fight Night: Boetsch vs Henderson,Francisco Rivera,0.55,9.0,0.0,0.0,Alex Caceres,0.0,5.0,0.0,0.0,"New Orleans, Louisiana, USA",3.0,1.0,Bantamweight,1.0,KO/TKO,2015.0,3.16,4.07,172.72,70.0,Orthodox,0.41,0.68,0.6,0.63,1.01,0.68,135,1981,11,7,0,1,3.09,4.21,177.8,73.0,Southpaw,0.49,0.62,0.7,0.68,0.54,0.64,145.0,1988.0,21.0,15.0,0.0,1.0,34.0,27.0
UFC Fight Night: Boetsch vs Henderson,Yancy Medeiros,0.75,36.0,2.0,1.0,Dustin Poirier,0.46,13.0,0.0,0.0,"New Orleans, Louisiana, USA",3.0,1.0,Lightweight,0.0,KO/TKO,2015.0,5.67,4.36,177.8,75.0,Orthodox,0.37,0.47,0.7,0.5,0.33,0.73,155,1987,15,8,0,1,4.57,5.24,175.26,72.0,Southpaw,0.5,0.52,1.2,0.35,1.15,0.64,155.0,1989.0,30.0,10.0,0.0,1.0,28.0,26.0
UFC Fight Night: Boetsch vs Henderson,Dan Henderson,0.5,6.0,0.0,0.0,Tim Boetsch,0.8,15.0,0.0,0.0,"New Orleans, Louisiana, USA",5.0,1.0,Middleweight,1.0,KO/TKO,2015.0,2.7,2.44,180.34,74.0,Orthodox,0.47,0.51,0.3,0.52,1.52,0.57,185,1970,32,15,0,0,2.9,2.93,182.88,74.0,Orthodox,0.5,0.57,0.8,0.34,1.45,0.59,185.0,1981.0,21.0,13.0,0.0,0.0,45.0,34.0
UFC 193: Rousey vs Holm,Ryan Benoit,0.61,18.0,0.0,0.0,Ben Nguyen,0.16,6.0,1.0,0.0,"Melbourne, Victoria, Australia",3.0,1.0,Flyweight,0.0,SUB,2015.0,3.65,2.88,165.1,68.0,Orthodox,0.39,0.58,0.4,0.22,0.28,0.72,125,1989,10,8,0,0,3.01,3.51,165.1,65.0,Switch,0.4,0.59,1.0,0.33,0.25,0.63,125.0,1988.0,16.0,8.0,0.0,0.0,26.0,27.0
UFC Fight Night: Namajunas vs. VanZant,Emily Kagan,0.42,49.0,1.0,1.0,Kailin Curran,0.27,80.0,9.0,1.0,"Las Vegas, Nevada, USA",3.0,2.0,Women's Strawweight,0.0,SUB,2015.0,5.29,2.6,160.02,64.0,Open Stance,0.36,0.38,0.0,0.14,1.86,0.5,115,1981,3,3,0,0,4.75,3.89,162.56,65.0,Orthodox,0.43,0.53,0.6,0.57,2.0,0.61,115.0,1991.0,4.0,5.0,0.0,0.0,34.0,24.0
UFC Fight Night: Namajunas vs. VanZant,Phillipe Nover,0.25,83.0,1.0,1.0,Zubaira Tukhugov,0.25,77.0,5.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,S-DEC,2015.0,2.48,1.79,175.26,72.0,Orthodox,0.35,0.56,0.7,0.28,0.99,0.44,145,1984,11,8,1,0,3.07,3.17,172.72,68.0,Orthodox,0.39,0.63,0.0,0.39,2.13,1.0,155.0,1991.0,20.0,6.0,1.0,0.0,31.0,24.0
UFC 194: Aldo vs McGregor,Yancy Medeiros,0.58,196.0,0.0,0.0,John Makdessi,0.29,268.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,1.0,S-DEC,2015.0,5.67,4.36,177.8,75.0,Orthodox,0.37,0.47,0.7,0.5,0.33,0.73,155,1987,15,8,0,1,4.15,5.52,172.72,68.0,Orthodox,0.49,0.68,0.0,0.0,0.0,0.86,155.0,1985.0,18.0,9.0,0.0,0.0,28.0,30.0
UFC 194: Aldo vs McGregor,Court McGee,0.58,99.0,13.0,2.0,Marcio Alexandre Junior,0.47,48.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2015.0,3.65,4.5,180.34,75.0,Orthodox,0.36,0.6,0.5,0.24,1.78,0.7,170,1984,23,14,0,0,2.89,1.61,182.88,75.0,Southpaw,0.45,0.42,0.7,0.2,0.35,0.66,185.0,1989.0,17.0,4.0,0.0,0.0,31.0,26.0
UFC 194: Aldo vs McGregor,Magomed Mustafaev,0.69,13.0,0.0,0.0,Joe Proctor,0.66,27.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Lightweight,1.0,KO/TKO,2015.0,2.68,2.59,172.72,71.0,Orthodox,0.58,0.41,0.4,0.5,3.31,0.23,155,1988,14,4,0,0,3.93,3.39,177.8,72.0,Orthodox,0.36,0.59,1.8,0.0,0.0,0.7,155.0,1985.0,11.0,5.0,0.0,0.0,27.0,30.0
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Chris Gruetzemacher,0.56,182.0,0.0,0.0,Abner Lloveras,0.49,189.0,10.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,1.0,U-DEC,2015.0,4.96,6.18,172.72,68.0,Orthodox,0.57,0.52,0.0,0.5,0.21,0.65,155,1986,15,5,0,0,6.87,6.27,180.34,73.0,Open Stance,0.49,0.43,0.0,0.2,2.0,0.0,155.0,1982.0,20.0,9.0,1.0,0.0,29.0,33.0
UFC 195: Lawler vs Condit,Sheldon Westcott,0.41,79.0,1.0,1.0,Edgar Garcia,0.33,3.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,KO/TKO,2016.0,3.73,2.26,185.42,71.0,Southpaw,0.4,0.37,0.0,0.37,3.23,0.14,170,1984,10,3,1,0,4.23,3.16,177.8,71.0,Orthodox,0.29,0.6,0.6,0.57,2.21,0.5,170.0,1984.0,14.0,5.0,0.0,0.0,32.0,32.0
UFC Fight Night: Dillashaw vs Cruz,Elvis Mutapcic,0.6,95.0,10.0,1.0,Francimar Barroso,0.31,120.0,0.0,0.0,"Boston, Massachusetts, USA",3.0,3.0,Light Heavyweight,0.0,U-DEC,2016.0,4.27,3.41,182.88,72.0,Orthodox,0.4,0.38,0.0,0.0,0.0,0.81,185,1986,15,6,1,0,3.07,2.77,185.42,75.0,Orthodox,0.52,0.59,0.0,0.24,2.22,0.83,205.0,1980.0,19.0,7.0,0.0,1.0,30.0,36.0
UFC 195: Lawler vs Condit,Michinori Tanaka,0.63,111.0,3.0,1.0,Joe Soto,0.3,190.0,6.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,1.0,S-DEC,2016.0,1.99,1.97,165.1,67.0,Orthodox,0.37,0.5,0.2,0.38,2.4,0.43,135,1990,11,3,0,0,5.37,3.36,167.64000000000001,65.0,Orthodox,0.41,0.67,1.9,0.21,0.85,0.7,135.0,1987.0,18.0,7.0,0.0,0.0,26.0,29.0
UFC 195: Lawler vs Condit,Joe Duffy,0.52,137.0,7.0,4.0,Dustin Poirier,0.37,100.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,U-DEC,2016.0,3.78,2.68,177.8,73.0,Orthodox,0.34,0.54,0.7,0.66,0.96,0.64,155,1988,16,5,0,0,4.57,5.24,175.26,72.0,Southpaw,0.5,0.52,1.2,0.35,1.15,0.64,155.0,1989.0,30.0,10.0,0.0,1.0,28.0,27.0
UFC Fight Night: Silva vs Bisping,Martin Svensson,0.61,62.0,1.0,1.0,David Teymur,0.38,34.0,4.0,0.0,"London, England, United Kingdom",3.0,2.0,Lightweight,0.0,KO/TKO,2016.0,5.91,2.02,185.42,75.0,Open Stance,0.38,0.38,0.0,0.0,0.0,0.0,155,1985,15,6,0,0,3.53,4.69,175.26,73.0,Southpaw,0.43,0.55,0.0,0.33,0.94,0.77,155.0,1989.0,8.0,2.0,0.0,0.0,31.0,27.0
UFC Fight Night: Rothwell vs Dos Santos,Robert Whiteford,0.45,99.0,4.0,1.0,Lucas Martins,0.34,87.0,0.0,0.0,"Zagreb, Croatia",3.0,3.0,Featherweight,0.0,S-DEC,2016.0,1.99,2.33,175.26,69.0,Southpaw,0.46,0.62,0.0,0.3,1.9,0.45,145,1983,14,4,0,0,4.14,2.87,182.88,72.0,Southpaw,0.35,0.6,0.5,0.0,0.0,0.76,145.0,1988.0,19.0,3.0,0.0,0.0,33.0,28.0
UFC Fight Night: Hunt vs Mir,Alan Patrick,0.64,39.0,7.0,5.0,Damien Brown,0.6,25.0,3.0,1.0,"Brisbane, Queensland, Australia",3.0,3.0,Lightweight,1.0,U-DEC,2016.0,2.95,1.82,180.34,74.0,Southpaw,0.4,0.43,0.3,0.33,3.01,0.43,155,1983,15,4,0,1,4.86,3.66,177.8,68.0,Orthodox,0.38,0.5,0.7,0.27,0.68,0.53,155.0,1984.0,17.0,12.0,0.0,0.0,33.0,32.0
UFC on FOX: Teixeira vs Evans,Elizeu Zaleski dos Santos,0.49,146.0,3.0,0.0,Omari Akhmedov,0.34,105.0,7.0,3.0,"Tampa, Florida, USA",3.0,3.0,Welterweight,1.0,KO/TKO,2016.0,3.52,4.26,180.34,73.0,Orthodox,0.41,0.56,0.5,0.2,0.75,0.68,170,1986,25,9,1,0,2.84,2.97,182.88,73.0,Orthodox,0.34,0.55,0.2,0.45,2.58,0.65,185.0,1987.0,21.0,6.0,1.0,0.0,30.0,29.0
UFC Fight Night: Cowboy vs Cowboy,Shamil Abdurakhimov,0.51,77.0,4.0,0.0,Anthony Hamilton,0.59,104.0,2.0,0.0,"Pittsburgh, Pennsylvania, USA",3.0,3.0,Heavyweight,1.0,U-DEC,2016.0,3.02,2.41,190.5,76.0,Orthodox,0.44,0.55,0.1,0.23,1.01,0.45,235,1981,20,8,0,0,3.02,3.91,195.57999999999998,76.0,Orthodox,0.65,0.45,0.0,0.42,2.62,0.78,260.0,1980.0,15.0,9.0,0.0,0.0,35.0,36.0
UFC Fight Night: Rothwell vs Dos Santos,Bojan Velickovic,0.43,148.0,3.0,2.0,Alessio Di Chirico,0.33,135.0,5.0,1.0,"Zagreb, Croatia",3.0,3.0,Middleweight,1.0,U-DEC,2016.0,2.31,2.18,182.88,76.0,Southpaw,0.34,0.57,0.5,0.25,0.67,0.55,170,1988,15,6,1,0,3.44,3.32,182.88,74.0,Orthodox,0.39,0.61,0.0,0.39,1.46,0.83,185.0,1989.0,13.0,7.0,0.0,0.0,28.0,27.0
UFC Fight Night: Rothwell vs Dos Santos,Cyril Asker,0.79,34.0,0.0,0.0,Jared Cannonier,0.33,39.0,3.0,0.0,"Zagreb, Croatia",3.0,1.0,Heavyweight,0.0,KO/TKO,2016.0,5.82,3.35,182.88,74.0,Orthodox,0.39,0.35,0.9,0.62,4.41,1.0,247,1985,9,4,0,0,4.49,4.6,180.34,77.0,Switch,0.5,0.56,0.0,0.44,0.46,0.64,185.0,1984.0,18.0,8.0,0.0,0.0,31.0,32.0
UFC 197: Jones vs Saint Preux,Efrain Escudero,0.61,114.0,7.0,1.0,Kevin Lee,0.4,160.0,4.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,U-DEC,2016.0,2.3,2.92,175.26,71.0,Orthodox,0.44,0.63,0.8,0.4,1.31,0.66,155,1986,28,12,0,0,3.6,3.88,175.26,77.0,Orthodox,0.42,0.5,0.8,0.43,3.18,0.75,170.0,1992.0,18.0,8.0,0.0,0.0,30.0,24.0
UFC 197: Jones vs Saint Preux,Clint Hester,0.7,41.0,0.0,0.0,Marcos Rogerio de Lima,0.0,5.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,0.0,SUB,2016.0,3.44,3.36,187.96,77.0,Orthodox,0.42,0.56,0.0,0.35,1.02,0.6,205,1986,11,6,0,0,2.9,3.7,185.42,75.0,Orthodox,0.57,0.51,0.5,0.45,1.4,0.59,253.0,1985.0,22.0,10.0,1.0,0.0,30.0,31.0
UFC 197: Jones vs Saint Preux,Walt Harris,0.53,58.0,0.0,0.0,Cody East,0.41,62.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,1.0,KO/TKO,2016.0,3.33,3.05,195.57999999999998,77.0,Southpaw,0.39,0.54,0.1,0.28,0.29,0.7,250,1983,13,10,0,1,7.32,4.15,190.5,77.0,Orthodox,0.43,0.4,0.0,1.0,3.97,0.16,245.0,1988.0,12.0,3.0,0.0,0.0,33.0,28.0
UFC 197: Jones vs Saint Preux,Glaico Franca Moreira,0.34,114.0,10.0,4.0,James Vick,0.54,172.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,U-DEC,2016.0,3.46,2.35,182.88,77.0,Orthodox,0.42,0.47,0.3,0.42,2.68,0.76,155,1991,15,5,0,0,3.31,4.13,190.5,76.0,Orthodox,0.39,0.6,0.7,0.33,0.26,0.57,155.0,1987.0,13.0,5.0,0.0,0.0,25.0,29.0
UFC 197: Jones vs Saint Preux,Chris Kelades,0.54,112.0,10.0,2.0,Sergio Pettis,0.31,112.0,7.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Flyweight,0.0,U-DEC,2016.0,2.64,2.4,170.18,68.0,Orthodox,0.43,0.48,0.3,0.18,1.04,0.53,125,1981,9,3,0,0,2.91,3.88,167.64000000000001,69.0,Orthodox,0.37,0.65,0.4,0.4,0.85,0.67,125.0,1993.0,18.0,5.0,0.0,0.0,35.0,23.0
UFC 197: Jones vs Saint Preux,Carla Esparza,0.66,42.0,7.0,5.0,Juliana Lima,0.6,43.0,3.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Strawweight,1.0,U-DEC,2016.0,2.87,2.19,154.94,63.0,Orthodox,0.39,0.54,0.3,0.36,3.28,0.47,115,1987,20,8,0,0,2.11,1.94,165.1,65.0,Orthodox,0.44,0.55,0.0,0.31,1.72,0.7,115.0,1982.0,9.0,5.0,0.0,0.0,29.0,34.0
UFC 197: Jones vs Saint Preux,Danny Roberts,0.53,112.0,0.0,0.0,Dominique Steele,0.45,75.0,14.0,6.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2016.0,3.73,3.18,185.42,74.0,Southpaw,0.39,0.5,0.2,0.09,0.24,0.57,170,1987,18,8,0,0,2.42,2.32,177.8,74.0,Orthodox,0.49,0.5,0.0,0.42,2.95,0.76,170.0,1988.0,14.0,9.0,0.0,0.0,29.0,28.0
UFC 197: Jones vs Saint Preux,Anthony Pettis,0.36,131.0,3.0,0.0,Edson Barboza,0.44,164.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,U-DEC,2016.0,3.44,3.05,177.8,72.0,Orthodox,0.47,0.54,1.1,0.5,0.61,0.6,155,1987,24,10,0,0,4.65,4.11,180.34,75.0,Orthodox,0.44,0.56,0.1,0.5,0.45,0.72,155.0,1986.0,24.0,12.0,0.0,0.0,29.0,30.0
UFC 197: Jones vs Saint Preux,Andre Fili,0.47,53.0,2.0,2.0,Yair Rodriguez,0.35,31.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,2.0,Featherweight,0.0,KO/TKO,2016.0,4.15,3.84,180.34,74.0,Orthodox,0.37,0.51,0.2,0.44,2.17,0.7,145,1990,24,12,0,1,3.78,4.65,180.34,71.0,Orthodox,0.46,0.52,0.6,0.29,0.71,0.59,145.0,1992.0,21.0,6.0,0.0,1.0,26.0,24.0
UFC 197: Jones vs Saint Preux,Demetrious Johnson,0.63,33.0,0.0,0.0,Henry Cejudo,0.35,17.0,1.0,1.0,"Las Vegas, Nevada, USA",5.0,1.0,Flyweight,1.0,KO/TKO,2016.0,1.66,3.43,160.02,66.0,Orthodox,0.54,0.67,0.5,0.56,3.35,0.65,125,1986,27,3,1,0,3.46,3.82,162.56,64.0,Orthodox,0.47,0.59,0.1,0.31,1.84,0.76,135.0,1987.0,16.0,5.0,0.0,0.0,30.0,29.0
UFC 197: Jones vs Saint Preux,Rafael Natal,0.5,176.0,0.0,0.0,Robert Whittaker,0.45,137.0,4.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,U-DEC,2016.0,2.48,3.1,182.88,77.0,Orthodox,0.47,0.57,0.5,0.34,2.55,0.77,185,1982,21,9,1,0,3.41,4.54,182.88,73.0,Orthodox,0.43,0.59,0.0,0.38,0.8,0.81,185.0,1990.0,27.0,9.0,0.0,0.0,34.0,26.0
UFC on FOX: Teixeira vs Evans,Cezar Ferreira,0.39,51.0,0.0,0.0,Oluwale Bamgbose,0.44,58.0,5.0,3.0,"Tampa, Florida, USA",3.0,3.0,Middleweight,1.0,U-DEC,2016.0,2.44,1.9,185.42,78.0,Southpaw,0.42,0.53,0.5,0.53,2.69,0.84,185,1985,13,8,0,0,2.7,2.45,180.34,78.0,Switch,0.48,0.55,0.0,0.33,0.94,0.37,185.0,1987.0,6.0,4.0,0.0,0.0,31.0,29.0
UFC on FOX: Teixeira vs Evans,Manvel Gamburyan,0.84,19.0,0.0,0.0,John Dodson,1.0,2.0,0.0,0.0,"Tampa, Florida, USA",3.0,1.0,Bantamweight,0.0,KO/TKO,2016.0,2.83,2.13,165.1,67.0,Orthodox,0.41,0.55,0.7,0.34,3.26,0.69,135,1981,15,10,0,1,3.58,3.2,160.02,66.0,Orthodox,0.4,0.61,0.0,0.28,0.71,0.82,135.0,1984.0,22.0,12.0,0.0,0.0,35.0,32.0
