card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC Fight Night: Eye vs. Calvillo,Tyson Nam,0.66,3.0,0.0,0.0,Zarrukh Adashev,0.33,6.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Bantamweight,1.0,KO/TKO,2020.0,5.07,3.36,167.64000000000001,67.0,Southpaw,0.44,0.57,0.0,0.16,1.0,0.7,135,1989,10,6,0,0,3.48,3.82,182.88,74.0,Orthodox,0.42,0.6,0.2,0.33,0.19,0.65,145.0,1988.0,15.0,5.0,0.0,0.0,31.0,32.0
UFC Fight Night: Blaydes vs. Volkov,Austin Hubbard,0.57,101.0,0.0,0.0,Max Rohskopf,0.31,54.0,6.0,2.0,"Las Vegas, Nevada, USA",3.0,2.0,Lightweight,1.0,KO/TKO,2020.0,5.83,5.63,175.26,72.0,Orthodox,0.45,0.52,0.8,0.41,0.76,0.71,145,1988,18,7,0,0,3.34,3.4,177.8,71.0,Orthodox,0.38,0.51,1.1,0.34,2.87,0.56,145.0,1984.0,29.0,12.0,0.0,0.0,32.0,36.0
UFC Fight Night: Blaydes vs. Volkov,Lauren Murphy,0.25,174.0,1.0,0.0,Roxanne Modafferi,0.45,158.0,3.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Flyweight,1.0,U-DEC,2020.0,4.97,3.87,170.18,68.0,Orthodox,0.33,0.65,0.0,0.0,0.0,0.87,125,1983,21,14,1,0,3.04,3.65,165.1,65.0,Southpaw,0.4,0.64,0.5,0.0,0.0,1.0,125.0,1992.0,4.0,4.0,0.0,0.0,37.0,28.0
UFC Fight Night: Eye vs. Calvillo,Anthony Ivy,0.36,11.0,0.0,0.0,Christian Aguilera,0.43,23.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,0.0,KO/TKO,2020.0,3.82,3.87,177.8,71.0,Orthodox,0.43,0.56,0.1,0.31,1.59,0.68,155,1991,17,9,0,0,5.8,1.7,185.42,71.0,Orthodox,0.31,0.42,1.5,0.33,3.0,0.0,155.0,1994.0,5.0,1.0,0.0,0.0,29.0,26.0
UFC 251: Usman vs. Masvidal,Vanessa Melo,0.52,228.0,4.0,2.0,Karol Rosa,0.33,135.0,2.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Women's Bantamweight,0.0,U-DEC,2020.0,5.19,3.94,165.1,67.0,Orthodox,0.38,0.56,0.2,0.24,1.09,0.67,125,1983,16,7,0,0,5.7,3.35,170.18,69.0,Orthodox,0.3,0.51,0.1,0.23,1.35,0.3,125.0,1982.0,25.0,21.0,0.0,0.0,37.0,38.0
UFC 251: Usman vs. Masvidal,Marcin Tybura,0.46,52.0,7.0,3.0,Maxim Grishin,0.56,32.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Heavyweight,1.0,U-DEC,2020.0,4.57,2.5,187.96,74.0,Orthodox,0.42,0.51,0.0,0.2,4.69,1.0,185,1990,8,4,0,0,4.04,2.54,175.26,72.0,Switch,0.37,0.48,0.0,0.0,0.0,0.6,170.0,1991.0,14.0,8.0,0.0,0.0,30.0,29.0
UFC 251: Usman vs. Masvidal,Zhalgas Zhumagulov,0.42,121.0,0.0,0.0,Raulian Paiva,0.55,119.0,11.0,2.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Flyweight,0.0,U-DEC,2020.0,6.13,3.48,165.1,65.0,Orthodox,0.3,0.59,0.0,0.0,0.0,0.71,135,1988,11,8,0,0,4.84,6.22,165.1,67.0,Orthodox,0.55,0.49,0.0,0.46,1.09,0.7,135.0,1994.0,18.0,7.0,0.0,0.0,32.0,26.0
UFC 251: Usman vs. Masvidal,Davey Grant,0.38,160.0,1.0,0.0,Martin Day,0.41,177.0,4.0,2.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Bantamweight,1.0,KO/TKO,2020.0,3.31,3.6,190.5,78.0,Orthodox,0.48,0.55,0.1,0.33,1.39,0.75,249,1985,27,9,0,0,2.27,3.26,190.5,78.0,Orthodox,0.52,0.58,0.0,0.16,0.21,0.66,205.0,1984.0,32.0,10.0,2.0,0.0,35.0,36.0
UFC Fight Night: Lewis vs. Oleinik,Ali AlQaisi,0.49,73.0,5.0,2.0,Irwin Rivera,0.41,105.0,9.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,0.0,S-DEC,2020.0,5.86,5.24,162.56,66.0,Switch,0.43,0.52,0.2,0.19,1.3,0.75,125,1988,14,9,0,0,5.01,4.14,172.72,69.0,Orthodox,0.42,0.48,0.2,0.23,0.65,0.77,135.0,1995.0,21.0,5.0,0.0,0.0,32.0,25.0
UFC 251: Usman vs. Masvidal,Roman Bogatov,0.55,119.0,2.0,1.0,Leonardo Santos,0.42,117.0,11.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Lightweight,0.0,U-DEC,2020.0,3.89,5.25,172.72,69.0,Orthodox,0.44,0.55,0.2,0.4,1.14,0.61,135,1985,17,7,0,0,3.79,3.97,177.8,73.0,Orthodox,0.45,0.53,0.5,0.6,0.72,0.65,145.0,1988.0,8.0,6.0,0.0,0.0,35.0,32.0
UFC Fight Night: Lewis vs. Oleinik,Peter Barrett,0.58,92.0,5.0,3.0,Youssef Zalal,0.4,57.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,U-DEC,2020.0,1.97,2.43,167.64000000000001,68.0,Orthodox,0.42,0.56,1.0,0.29,3.5,0.6,135,1990,8,5,0,0,5.07,3.36,167.64000000000001,67.0,Southpaw,0.44,0.57,0.0,0.16,1.0,0.7,135.0,1989.0,10.0,6.0,0.0,0.0,30.0,31.0
UFC 252: Miocic vs. Cormier 3,Kai Kamaka,0.61,185.0,5.0,5.0,Tony Kelley,0.5,226.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,1.0,U-DEC,2020.0,4.4,3.33,172.72,73.0,Orthodox,0.42,0.44,0.0,0.09,1.0,0.5,155,1990,10,1,0,0,3.4,2.82,182.88,75.0,Orthodox,0.46,0.54,0.2,0.25,0.88,0.86,155.0,1980.0,18.0,7.0,1.0,0.0,30.0,40.0
UFC 252: Miocic vs. Cormier 3,Parker Porter,0.62,59.0,0.0,0.0,Chris Daukaus,0.32,52.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,0.0,KO/TKO,2020.0,4.32,4.18,177.8,73.0,Southpaw,0.61,0.42,0.0,0.22,1.39,0.66,145,1986,11,5,0,0,1.8,3.07,177.8,72.0,Switch,0.5,0.66,1.3,0.3,2.09,0.59,145.0,1996.0,17.0,5.0,1.0,0.0,34.0,24.0
UFC 252: Miocic vs. Cormier 3,TJ Brown,0.3,139.0,6.0,0.0,Danny Chavez,0.44,110.0,4.0,4.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,U-DEC,2020.0,5.29,4.96,170.18,69.0,Orthodox,0.57,0.55,0.3,0.58,1.93,0.52,145,1995,8,4,1,0,4.85,5.55,175.26,70.0,Switch,0.47,0.45,1.4,0.0,0.0,0.52,135.0,1987.0,8.0,3.0,0.0,0.0,25.0,33.0
UFC 252: Miocic vs. Cormier 3,Ashley Yoder,0.28,114.0,1.0,0.0,Livinha Souza,0.65,70.0,4.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Strawweight,0.0,U-DEC,2020.0,6.32,6.55,182.88,75.0,Orthodox,0.5,0.51,0.5,0.26,1.35,0.66,265,1985,14,9,0,0,4.64,6.05,190.5,76.0,Orthodox,0.5,0.55,0.0,0.0,0.0,1.0,205.0,1989.0,12.0,7.0,0.0,0.0,35.0,31.0
UFC 252: Miocic vs. Cormier 3,Felice Herrig,1.0,1.0,0.0,0.0,Virna Jandiroba,0.8,5.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Women's Strawweight,0.0,SUB,2020.0,2.89,3.37,175.26,72.0,Switch,0.44,0.49,1.3,0.57,3.41,0.36,145,1990,17,11,0,0,3.83,2.86,172.72,67.0,Orthodox,0.38,0.5,0.0,0.6,1.95,0.87,145.0,1987.0,11.0,5.0,1.0,0.0,30.0,33.0
UFC 252: Miocic vs. Cormier 3,Marlon Vera,0.47,21.0,0.0,0.0,Sean O'Malley,0.6,30.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Bantamweight,1.0,KO/TKO,2020.0,4.13,3.42,170.18,69.0,Southpaw,0.39,0.47,0.6,0.27,1.09,0.66,115,1987,8,9,0,0,3.6,1.75,160.02,63.0,Orthodox,0.45,0.56,1.4,0.45,2.54,0.4,115.0,1991.0,14.0,4.0,0.0,0.0,33.0,29.0
UFC 252: Miocic vs. Cormier 3,Merab Dvalishvili,0.31,86.0,0.0,0.0,John Dodson,0.37,133.0,20.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,1.0,U-DEC,2020.0,5.19,3.84,162.56,65.0,Orthodox,0.37,0.48,0.8,0.28,1.08,0.75,115,1984,14,10,0,0,2.55,1.97,160.02,64.0,Orthodox,0.38,0.57,1.8,0.33,2.37,0.73,115.0,1988.0,22.0,3.0,0.0,0.0,36.0,32.0
UFC 252: Miocic vs. Cormier 3,Jim Miller,0.35,39.0,2.0,2.0,Vinc Pichel,0.52,78.0,5.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,U-DEC,2020.0,5.37,4.27,172.72,70.0,Switch,0.49,0.5,0.8,0.39,0.51,0.72,135,1992,23,10,1,0,3.48,6.3,180.34,72.0,Switch,0.61,0.6,0.3,0.42,0.27,0.61,135.0,1994.0,18.0,3.0,0.0,1.0,28.0,26.0
UFC 252: Miocic vs. Cormier 3,Junior Dos Santos,0.54,44.0,0.0,0.0,Jairzinho Rozenstruik,0.63,66.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Heavyweight,0.0,KO/TKO,2020.0,2.48,4.31,167.64000000000001,68.0,Orthodox,0.42,0.56,0.3,0.35,5.84,0.82,135,1991,20,4,0,0,3.58,3.2,160.02,66.0,Orthodox,0.4,0.61,0.0,0.28,0.71,0.82,135.0,1984.0,22.0,12.0,0.0,0.0,29.0,36.0
UFC 252: Miocic vs. Cormier 3,Daniel Cormier,0.61,187.0,6.0,0.0,Stipe Miocic,0.57,183.0,2.0,1.0,"Las Vegas, Nevada, USA",5.0,5.0,Heavyweight,0.0,U-DEC,2020.0,3.44,2.92,172.72,71.0,Southpaw,0.42,0.56,1.7,0.45,1.5,0.48,155,1983,38,19,0,1,3.17,3.78,177.8,72.0,Orthodox,0.46,0.54,0.2,0.51,2.5,0.31,155.0,1982.0,14.0,5.0,0.0,0.0,37.0,38.0
UFC Fight Night: Lewis vs. Oleinik,Andrew Sanchez,0.5,55.0,1.0,0.0,Wellington Turman,0.41,51.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2020.0,3.33,4.49,193.04,77.0,Orthodox,0.47,0.56,0.1,0.5,0.3,0.81,238,1984,21,9,0,0,2.63,3.48,187.96,78.0,Orthodox,0.48,0.52,0.0,0.0,0.0,0.72,242.0,1988.0,15.0,6.0,0.0,0.0,36.0,32.0
UFC Fight Night: Lewis vs. Oleinik,Justin Jaynes,0.41,211.0,2.0,1.0,Gavin Tucker,0.4,101.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,SUB,2020.0,2.92,4.25,180.34,72.0,Orthodox,0.52,0.54,0.4,0.44,1.83,0.8,235,1979,22,3,0,1,4.01,4.67,193.04,80.0,Orthodox,0.52,0.52,0.0,0.34,1.74,0.65,240.0,1982.0,20.0,5.0,0.0,0.0,41.0,38.0
UFC Fight Night: Lewis vs. Oleinik,Joaquin Buckley,0.58,134.0,0.0,0.0,Kevin Holland,0.33,120.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,KO/TKO,2020.0,5.1,4.3,185.42,74.0,Orthodox,0.43,0.5,0.0,0.36,2.55,1.0,185,1988,13,7,0,0,4.17,3.23,182.88,72.0,Orthodox,0.51,0.45,0.8,0.2,1.55,0.42,170.0,1996.0,18.0,8.0,0.0,0.0,32.0,24.0
UFC 252: Miocic vs. Cormier 3,Herbert Burns,0.45,22.0,4.0,3.0,Daniel Pineda,0.76,75.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,2.0,Featherweight,0.0,KO/TKO,2020.0,5.33,3.34,170.18,68.0,Orthodox,0.44,0.62,1.1,0.4,0.75,0.2,145,1989,16,8,0,0,4.18,4.29,167.64000000000001,66.0,Southpaw,0.44,0.57,1.5,0.44,3.13,0.53,145.0,1986.0,13.0,3.0,0.0,0.0,31.0,34.0
UFC Fight Night: Lewis vs. Oleinik,Alexander Munoz,0.48,215.0,0.0,0.0,Nasrat Haqparast,0.25,144.0,8.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,U-DEC,2020.0,2.93,3.88,177.8,76.0,Southpaw,0.36,0.59,0.1,0.45,1.54,0.72,170,1994,21,7,0,0,3.22,4.3,190.5,81.0,Orthodox,0.5,0.5,0.6,0.38,0.82,0.55,170.0,1992.0,28.0,14.0,0.0,1.0,26.0,28.0
UFC Fight Night: Lewis vs. Oleinik,Laureano Staropoli,0.57,147.0,6.0,2.0,Tim Means,0.44,161.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,U-DEC,2020.0,5.17,1.86,175.26,73.0,Orthodox,0.36,0.41,1.8,0.34,2.94,0.66,145,1988,11,6,0,0,3.26,2.85,170.18,69.0,Orthodox,0.49,0.45,1.5,0.24,1.42,0.54,145.0,1985.0,28.0,17.0,0.0,3.0,32.0,35.0
UFC Fight Night: Lewis vs. Oleinik,Scott Holtzman,0.56,64.0,2.0,0.0,Beneil Dariush,0.5,18.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Lightweight,0.0,KO/TKO,2020.0,4.73,3.7,175.26,72.0,Switch,0.42,0.55,0.0,0.4,3.0,1.0,155,1990,7,2,0,0,6.01,6.4,177.8,72.0,Southpaw,0.45,0.63,0.0,0.2,0.35,0.84,155.0,1995.0,18.0,5.0,0.0,0.0,30.0,25.0
UFC Fight Night: Lewis vs. Oleinik,Darren Stewart,0.38,31.0,1.0,1.0,Maki Pitolo,0.34,38.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,SUB,2020.0,3.73,3.31,185.42,71.0,Orthodox,0.34,0.54,0.0,0.26,0.83,0.48,185,1993,9,5,0,0,3.65,5.04,187.96,75.0,Orthodox,0.49,0.6,0.2,0.4,1.14,0.64,170.0,1984.0,33.0,17.0,1.0,1.0,27.0,36.0
UFC Fight Night: Lewis vs. Oleinik,Derrick Lewis,0.83,42.0,1.0,1.0,Aleksei Oleinik,0.33,6.0,1.0,1.0,"Las Vegas, Nevada, USA",5.0,2.0,Heavyweight,1.0,KO/TKO,2020.0,3.66,4.32,175.26,69.0,Orthodox,0.47,0.55,0.2,0.56,1.88,0.67,155,1983,14,6,0,0,2.61,3.78,177.8,72.0,Southpaw,0.49,0.57,0.8,0.38,2.12,0.82,155.0,1989.0,23.0,6.0,1.0,0.0,37.0,31.0
UFC Fight Night: Lewis vs. Oleinik,Chris Weidman,0.36,91.0,8.0,4.0,Omari Akhmedov,0.51,56.0,16.0,5.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,1.0,U-DEC,2020.0,3.29,3.05,182.88,74.0,Orthodox,0.45,0.48,0.1,0.45,1.75,0.67,205,1990,12,8,0,2,3.93,4.1,177.8,75.0,Orthodox,0.44,0.55,0.8,0.52,2.24,0.5,185.0,1990.0,13.0,9.0,0.0,0.0,30.0,30.0
UFC Fight Night: Lewis vs. Oleinik,Yana Santos,0.75,57.0,2.0,1.0,Julija Stoliarenko,0.23,26.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Bantamweight,1.0,U-DEC,2020.0,2.49,2.51,190.5,79.0,Orthodox,0.5,0.4,0.0,0.26,0.56,0.52,260,1985,29,12,0,1,3.8,3.29,187.96,80.0,Orthodox,0.48,0.44,1.9,0.46,1.82,0.37,240.0,1977.0,60.0,17.0,1.0,0.0,35.0,43.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Arman Tsarukyan,0.32,103.0,5.0,0.0,Davi Ramos,0.46,197.0,5.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Lightweight,1.0,U-DEC,2020.0,3.37,3.11,187.96,78.0,Orthodox,0.45,0.51,0.8,0.42,3.27,0.72,185,1984,16,8,0,0,2.84,2.97,182.88,73.0,Orthodox,0.34,0.55,0.2,0.45,2.58,0.65,185.0,1987.0,21.0,6.0,1.0,0.0,36.0,33.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Carlos Felipe,0.36,121.0,0.0,0.0,Serghei Spivac,0.48,149.0,7.0,3.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Heavyweight,0.0,M-DEC,2020.0,3.07,4.42,167.64000000000001,68.0,Orthodox,0.58,0.52,0.1,0.5,0.87,0.53,135,1989,16,8,0,1,4.54,2.49,170.18,66.0,Orthodox,0.39,0.46,1.7,0.27,0.93,0.54,125.0,1993.0,11.0,9.0,2.0,0.0,31.0,27.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Malcolm Gordon,0.18,16.0,0.0,0.0,Amir Albazi,0.42,28.0,1.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Bantamweight,0.0,SUB,2020.0,1.84,3.79,170.18,72.0,Orthodox,0.48,0.53,0.0,0.37,3.25,0.75,155,1996,22,3,0,0,3.44,2.64,167.64000000000001,70.0,Orthodox,0.37,0.56,0.6,0.4,1.95,0.83,155.0,1986.0,10.0,4.0,0.0,0.0,24.0,34.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Joel Alvarez,0.53,26.0,1.0,1.0,Joe Duffy,0.48,37.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Lightweight,1.0,SUB,2020.0,5.6,4.88,182.88,75.0,Orthodox,0.45,0.5,0.0,0.0,0.0,0.72,245,1995,11,2,0,0,4.25,3.45,190.5,78.0,Orthodox,0.48,0.5,0.5,0.62,4.21,0.63,260.0,1995.0,17.0,6.0,0.0,0.0,25.0,25.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Montel Jackson,0.57,19.0,19.0,8.0,Brett Johns,0.59,44.0,3.0,2.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Bantamweight,0.0,U-DEC,2020.0,2.0,2.5,170.18,71.0,Switch,0.45,0.43,1.0,0.35,1.72,0.26,125,1990,14,8,0,0,3.71,2.72,165.1,68.0,Orthodox,0.34,0.61,0.5,0.32,1.39,0.5,125.0,1993.0,17.0,2.0,0.0,0.0,30.0,27.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Khadis Ibragimov,0.86,22.0,0.0,0.0,Roman Dolidze,0.28,14.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Light Heavyweight,0.0,KO/TKO,2020.0,3.32,4.51,190.5,77.0,Orthodox,0.53,0.5,1.2,0.0,0.0,0.4,155,1993,22,3,0,0,3.78,2.68,177.8,73.0,Orthodox,0.34,0.54,0.7,0.66,0.96,0.64,155.0,1988.0,16.0,5.0,0.0,0.0,27.0,32.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Nad Narimani,0.46,115.0,6.0,2.0,Grant Dawson,0.4,76.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Catch Weight,0.0,U-DEC,2020.0,1.39,3.22,177.8,75.0,Southpaw,0.53,0.62,0.4,0.62,3.24,0.68,135,1992,15,2,0,0,3.84,2.86,170.18,71.0,Orthodox,0.49,0.53,1.0,0.49,4.92,0.58,135.0,1992.0,17.0,2.0,0.0,0.0,28.0,28.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Alexandre Pantoja,0.51,62.0,2.0,1.0,Askar Askarov,0.65,63.0,15.0,2.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Flyweight,0.0,U-DEC,2020.0,4.26,3.55,190.5,78.0,Orthodox,0.49,0.47,0.3,0.3,0.97,0.8,205,1995,8,4,0,0,3.56,3.58,187.96,76.0,Orthodox,0.42,0.49,0.9,0.4,1.11,0.33,185.0,1988.0,15.0,3.0,0.0,0.0,25.0,32.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev,0.45,148.0,4.0,0.0,Marc Diakiese,0.62,124.0,2.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Lightweight,1.0,U-DEC,2020.0,3.0,3.33,172.72,70.0,Orthodox,0.42,0.58,0.0,0.41,1.92,0.7,145,1987,12,4,0,0,2.11,3.2,177.8,72.0,Switch,0.52,0.44,1.1,0.4,3.87,0.57,155.0,1994.0,23.0,2.0,1.0,0.0,33.0,26.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Luana Carolina,0.75,4.0,0.0,0.0,Ariane da Silva,0.5,4.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Women's Flyweight,0.0,SUB,2020.0,3.88,4.36,165.1,67.0,Orthodox,0.5,0.49,1.0,0.47,2.8,0.69,125,1990,30,5,0,0,2.8,3.05,167.64000000000001,67.0,Orthodox,0.54,0.57,0.4,0.24,2.6,0.66,125.0,1992.0,14.0,1.0,1.0,0.0,30.0,28.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Jack Hermansson,0.5,4.0,1.0,0.0,Kelvin Gastelum,0.0,3.0,1.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Middleweight,1.0,SUB,2020.0,4.77,4.77,172.72,71.0,Switch,0.52,0.5,0.0,0.72,0.89,0.9,155,1993,13,4,0,0,2.64,2.54,177.8,73.0,Orthodox,0.4,0.52,0.0,0.43,3.29,0.66,155.0,1993.0,17.0,7.0,0.0,0.0,27.0,27.0
UFC Fight Night: Figueiredo vs. Benavidez 2,Deiveson Figueiredo,0.87,40.0,0.0,0.0,Joseph Benavidez,0.64,28.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",5.0,1.0,Flyweight,1.0,SUB,2020.0,3.54,4.81,167.64000000000001,69.0,Orthodox,0.5,0.5,0.6,0.37,0.34,0.74,125,1993,11,4,0,0,4.4,4.05,167.64000000000001,67.0,Orthodox,0.41,0.5,0.3,0.38,0.47,0.68,125.0,1994.0,17.0,11.0,0.0,0.0,27.0,26.0
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers,0.52,196.0,7.0,5.0,Vince Cachero,0.5,152.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,1.0,U-DEC,2020.0,3.7,5.13,185.42,77.0,Orthodox,0.45,0.57,0.4,0.29,1.5,0.8,185,1988,24,9,0,0,3.49,3.67,175.26,71.0,Southpaw,0.42,0.57,0.1,0.34,1.05,0.58,185.0,1991.0,20.0,10.0,0.0,1.0,32.0,29.0
UFC Fight Night: Brunson vs. Shahbazyan,Lando Vannata,0.42,127.0,2.0,1.0,King Green,0.58,195.0,3.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,U-DEC,2020.0,3.64,2.82,165.1,68.0,Orthodox,0.54,0.49,1.4,0.35,1.69,0.58,135,1987,24,5,1,0,2.67,3.52,162.56,65.0,Southpaw,0.34,0.61,0.6,0.3,1.41,0.62,125.0,1984.0,28.0,8.0,0.0,0.0,33.0,36.0
UFC Fight Night: Brunson vs. Shahbazyan,Cody Durden,0.6,109.0,1.0,1.0,Chris Gutierrez,0.42,85.0,13.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,0.0,U-DEC,2020.0,4.07,5.45,177.8,74.0,Orthodox,0.49,0.56,0.2,0.4,1.74,0.8,145,1989,21,8,0,0,6.51,3.29,167.64000000000001,68.0,Orthodox,0.45,0.43,0.5,0.0,0.0,0.18,145.0,1989.0,7.0,4.0,0.0,0.0,31.0,31.0
UFC Fight Night: Brunson vs. Shahbazyan,Randy Brown,0.52,122.0,0.0,0.0,Vicente Luque,0.45,133.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,2.0,Welterweight,0.0,KO/TKO,2020.0,4.76,4.52,175.26,71.0,Orthodox,0.45,0.55,0.3,0.37,1.09,0.69,155,1992,12,7,2,0,3.72,6.4,177.8,71.0,Orthodox,0.52,0.62,0.3,0.39,1.22,0.74,155.0,1986.0,32.0,17.0,1.0,1.0,28.0,34.0
UFC Fight Night: Brunson vs. Shahbazyan,Johnny Munoz,0.62,78.0,16.0,2.0,Nate Maness,0.42,50.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,U-DEC,2020.0,4.35,3.44,170.18,67.0,Southpaw,0.44,0.5,0.7,0.47,4.13,0.73,125,1991,17,8,1,0,2.65,4.59,175.26,67.0,Orthodox,0.58,0.63,0.1,0.25,0.24,0.7,135.0,1991.0,22.0,6.0,2.0,0.0,29.0,29.0
UFC Fight Night: Brunson vs. Shahbazyan,Edmen Shahbazyan,0.6,145.0,8.0,4.0,Derek Brunson,0.48,72.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,KO/TKO,2020.0,3.26,4.47,190.5,78.0,Orthodox,0.47,0.54,0.6,0.39,0.79,0.73,170,1990,20,6,0,0,5.25,5.02,180.34,75.0,Orthodox,0.51,0.52,0.7,0.51,0.97,0.61,170.0,1991.0,23.0,11.0,1.0,0.0,30.0,29.0
UFC Fight Night: Brunson vs. Shahbazyan,Jonathan Martinez,0.54,72.0,4.0,1.0,Frankie Saenz,0.59,133.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,1.0,KO/TKO,2020.0,2.66,2.44,175.26,71.0,Orthodox,0.36,0.55,1.8,0.25,2.4,0.45,135,1993,12,4,0,0,3.88,3.14,177.8,72.0,Orthodox,0.5,0.42,0.7,0.75,0.68,0.8,125.0,1991.0,16.0,3.0,0.0,0.0,27.0,29.0
UFC Fight Night: Brunson vs. Shahbazyan,Joanne Wood,0.53,49.0,1.0,1.0,Jennifer Maia,0.54,37.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Women's Flyweight,0.0,SUB,2020.0,3.62,3.74,187.96,75.0,Orthodox,0.48,0.48,0.4,0.37,1.69,0.66,185,1997,15,5,0,0,3.05,3.51,185.42,77.0,Southpaw,0.47,0.51,0.6,0.33,3.14,0.85,185.0,1984.0,23.0,9.0,0.0,0.0,23.0,36.0
